#,Fraud Instance,Damaged Item,Item Not Avaiable,Item Not In Stock,Product Care Plan,Claim Amount,Registered Online,Age Group,Marital Status,Owns a Vehicle,Accomodation Type,Height (cms)
377,0,1,1,0,0,$162 ,1,20,Married,0,Rented,166
378,1,1,0,0,0,$268 ,0,41,"Unmarried,",0,Staying with Family,160
379,0,1,0,1,0,$68 ,1,24,Married,1,Staying with Family,181
380,0,0,1,1,0,$105 ,1,39,In-Relationship,1,Rented,186
381,1,0,0,1,0,$148 ,1,23,In-Relationship,0,Staying with Family,180
382,0,1,0,1,0,$218 ,0,47,In-Relationship,1,Owns a house,162
383,1,0,0,1,0,$63 ,0,47,Married,1,Rented,177
384,1,1,0,0,0,$93 ,0,44,Married,1,Staying with Family,172
385,0,1,0,1,0,$334 ,0,47,In-Relationship,1,Owns a house,181
386,1,1,0,0,0,$92 ,1,52,"Unmarried,",1,Rented,150
387,0,1,0,1,0,$205 ,0,32,Married,1,Rented,164
388,1,0,0,1,0,$88 ,1,45,In-Relationship,0,Owns a house,157
389,1,0,0,1,0,$243 ,0,28,In-Relationship,1,Owns a house,165
390,0,1,0,1,0,$81 ,0,48,"Unmarried,",1,Rented,156
391,0,1,0,0,1,$330 ,0,19,"Unmarried,",0,Rented,153
392,0,1,0,1,0,$290 ,1,30,Married,1,Owns a house,153
393,0,1,0,0,1,$141 ,0,47,"Unmarried,",0,Owns a house,186
394,0,0,0,1,1,$135 ,0,39,Married,0,Staying with Family,183
395,0,1,0,0,1,$60 ,0,44,In-Relationship,0,Owns a house,158
396,0,1,0,1,0,$103 ,0,33,In-Relationship,1,Rented,169
397,0,1,0,1,0,$295 ,0,34,In-Relationship,0,Rented,173
398,0,1,0,1,0,$106 ,1,48,Married,0,Owns a house,185
399,1,0,0,0,1,$165 ,1,39,"Unmarried,",0,Rented,178
400,1,0,0,1,0,$262 ,1,22,In-Relationship,1,Owns a house,184
401,1,0,0,1,0,$187 ,0,39,In-Relationship,0,Rented,168
402,1,0,0,0,1,$189 ,0,41,Married,1,Rented,160
403,1,0,0,1,0,$79 ,1,18,In-Relationship,0,Staying with Family,168
404,0,1,0,1,0,$345 ,1,39,Married,1,Staying with Family,189
405,0,0,1,1,0,$102 ,1,54,In-Relationship,0,Owns a house,157
406,1,0,0,0,1,$77 ,1,50,"Unmarried,",1,Owns a house,159
407,0,0,0,1,1,$229 ,1,21,"Unmarried,",1,Owns a house,165
408,1,0,0,1,0,$186 ,1,28,Married,0,Owns a house,162
409,1,1,0,0,0,$61 ,1,40,In-Relationship,1,Owns a house,162
410,0,1,0,1,0,$126 ,0,46,Married,1,Staying with Family,170
411,0,1,0,1,0,$230 ,0,51,In-Relationship,1,Rented,187
412,0,1,1,0,0,$253 ,0,38,In-Relationship,1,Rented,166
413,0,1,0,1,0,$98 ,0,31,In-Relationship,1,Rented,155
414,0,0,0,1,1,$112 ,0,18,Married,0,Staying with Family,186
415,1,0,0,0,1,$186 ,0,44,"Unmarried,",0,Owns a house,175
416,1,0,1,0,0,$323 ,1,22,Married,0,Rented,185
417,0,1,0,1,0,$80 ,1,44,Married,1,Rented,165
418,0,1,0,0,1,$40 ,0,37,Married,1,Staying with Family,159
419,0,1,0,1,0,$91 ,1,39,In-Relationship,1,Rented,172
420,1,0,0,0,1,$320 ,0,54,"Unmarried,",1,Owns a house,166
421,0,1,0,0,1,$270 ,1,46,In-Relationship,1,Staying with Family,161
422,1,0,0,0,1,$130 ,1,29,"Unmarried,",1,Rented,188
423,0,1,0,0,1,$50 ,1,29,"Unmarried,",1,Staying with Family,157
424,0,1,0,0,1,$197 ,0,50,Married,1,Staying with Family,190
425,1,0,0,0,1,$348 ,0,21,"Unmarried,",1,Rented,160
426,0,1,0,0,1,$235 ,1,53,"Unmarried,",1,Staying with Family,170
427,0,1,0,0,1,$44 ,1,53,"Unmarried,",0,Staying with Family,151
428,1,0,0,0,1,$112 ,1,41,In-Relationship,0,Rented,158
429,0,0,1,1,0,$272 ,0,45,In-Relationship,1,Owns a house,159
430,0,1,0,0,1,$256 ,0,46,"Unmarried,",1,Rented,176
431,1,1,0,0,0,$224 ,1,30,Married,0,Rented,153
432,0,1,1,0,0,$299 ,1,47,"Unmarried,",1,Owns a house,159
433,1,0,0,0,1,$72 ,1,41,"Unmarried,",1,Staying with Family,165
434,0,1,0,1,0,$219 ,0,43,In-Relationship,0,Staying with Family,171
435,1,1,0,0,0,$129 ,0,42,Married,1,Owns a house,179
436,0,1,0,1,0,$96 ,0,45,"Unmarried,",1,Rented,166
437,1,1,0,0,0,$127 ,1,51,"Unmarried,",0,Rented,188
438,0,1,0,0,1,$176 ,0,36,In-Relationship,0,Owns a house,189
439,0,1,0,1,0,$298 ,0,24,"Unmarried,",1,Owns a house,160
440,1,1,0,0,0,$200 ,0,45,Married,1,Owns a house,160
441,0,1,0,0,1,$136 ,0,49,"Unmarried,",1,Rented,171
442,0,1,0,1,0,$210 ,0,44,In-Relationship,0,Rented,179
443,1,1,0,0,0,$216 ,0,30,"Unmarried,",0,Staying with Family,180
444,0,0,1,1,0,$135 ,1,22,Married,1,Rented,173
445,0,1,0,1,0,$58 ,1,44,In-Relationship,0,Staying with Family,180
446,1,1,0,0,0,$346 ,0,46,"Unmarried,",0,Owns a house,180
447,1,1,0,0,0,$92 ,0,23,In-Relationship,0,Rented,165
448,1,1,0,0,0,$315 ,0,38,In-Relationship,0,Staying with Family,159
449,0,1,0,1,0,$64 ,1,55,"Unmarried,",1,Rented,187
450,0,0,0,1,1,$341 ,0,51,"Unmarried,",0,Staying with Family,183
451,1,0,0,1,0,$50 ,1,47,In-Relationship,0,Staying with Family,164
452,0,1,0,0,1,$208 ,1,23,Married,1,Staying with Family,171
453,0,1,0,0,1,$60 ,0,51,Married,0,Owns a house,188
454,1,1,0,0,0,$120 ,0,26,"Unmarried,",1,Rented,158
455,0,1,1,0,0,$119 ,1,49,Married,0,Rented,177
456,0,1,0,1,0,$225 ,0,29,Married,1,Owns a house,159
457,0,1,0,1,0,$355 ,1,41,"Unmarried,",1,Rented,168
458,1,0,0,0,1,$266 ,1,42,Married,0,Owns a house,184
459,0,1,0,0,1,$129 ,1,42,Married,0,Staying with Family,156
460,0,1,0,1,0,$67 ,1,36,Married,0,Owns a house,178
461,1,0,1,0,0,$278 ,0,29,Married,1,Owns a house,185
462,1,0,0,1,0,$53 ,0,49,Married,0,Owns a house,165
463,0,1,0,0,1,$168 ,1,19,Married,0,Owns a house,170
464,0,1,1,0,0,$96 ,0,29,"Unmarried,",1,Staying with Family,170
465,0,1,1,0,0,$87 ,1,25,Married,0,Staying with Family,157
466,1,1,0,0,0,$197 ,1,54,In-Relationship,0,Rented,172
467,0,1,0,1,0,$116 ,0,18,In-Relationship,0,Staying with Family,152
468,0,1,0,0,1,$227 ,1,23,Married,0,Rented,180
469,1,1,0,0,0,$123 ,1,24,In-Relationship,0,Staying with Family,176
470,0,1,0,0,1,$280 ,1,53,"Unmarried,",1,Staying with Family,178
471,0,1,0,1,0,$57 ,0,45,In-Relationship,0,Staying with Family,185
472,0,1,0,1,0,$137 ,1,39,"Unmarried,",1,Owns a house,157
473,0,0,1,1,0,$336 ,0,55,In-Relationship,0,Staying with Family,178
474,1,0,0,1,0,$241 ,1,26,In-Relationship,0,Rented,150
475,0,1,0,0,1,$167 ,0,27,Married,1,Rented,151
476,0,1,0,0,1,$279 ,1,44,"Unmarried,",1,Rented,155
477,0,0,1,1,0,$146 ,1,21,In-Relationship,0,Rented,161
478,0,1,0,0,1,$167 ,1,54,In-Relationship,1,Staying with Family,173
479,1,0,0,0,1,$64 ,0,32,"Unmarried,",1,Staying with Family,169
480,0,1,0,1,0,$215 ,0,30,Married,1,Owns a house,160
481,1,1,0,0,0,$106 ,1,47,Married,1,Rented,190
482,0,1,0,0,1,$160 ,1,34,"Unmarried,",0,Owns a house,156
483,0,1,0,1,0,$325 ,1,30,Married,1,Rented,155
484,1,0,0,1,0,$274 ,1,26,Married,0,Owns a house,157
485,0,1,0,1,0,$274 ,1,45,"Unmarried,",0,Owns a house,153
486,0,0,1,1,0,$181 ,0,18,Married,1,Rented,164
487,0,0,1,1,0,$159 ,0,43,"Unmarried,",1,Owns a house,176
488,1,1,0,0,0,$61 ,1,20,In-Relationship,0,Staying with Family,186
489,1,1,0,0,0,$155 ,1,54,Married,1,Rented,171
490,0,0,1,1,0,$173 ,1,37,In-Relationship,0,Staying with Family,187
491,0,1,0,1,0,$117 ,1,41,"Unmarried,",0,Rented,174
492,1,1,0,0,0,$105 ,1,18,"Unmarried,",1,Rented,164
493,0,1,0,1,0,$187 ,0,27,Married,0,Staying with Family,151
494,1,1,0,0,0,$297 ,1,45,"Unmarried,",0,Rented,159
495,0,1,0,0,1,$143 ,0,55,Married,0,Rented,175
496,1,1,0,0,0,$132 ,0,53,In-Relationship,0,Owns a house,173
497,1,1,0,0,0,$329 ,0,26,"Unmarried,",0,Rented,186
498,1,0,0,1,0,$202 ,1,30,In-Relationship,1,Owns a house,164
499,1,1,0,0,0,$63 ,0,21,"Unmarried,",0,Staying with Family,158
500,0,1,0,1,0,$74 ,1,45,"Unmarried,",0,Staying with Family,184
501,1,0,0,0,1,$334 ,1,33,Married,1,Staying with Family,154
502,0,1,1,0,0,$251 ,0,44,In-Relationship,0,Owns a house,150
503,0,0,0,1,1,$317 ,1,26,In-Relationship,1,Staying with Family,174
504,0,1,0,0,1,$55 ,1,18,In-Relationship,0,Staying with Family,185
505,1,1,0,0,0,$179 ,1,44,In-Relationship,0,Staying with Family,189
506,1,1,0,0,0,$109 ,1,41,In-Relationship,0,Staying with Family,172
507,0,1,0,1,0,$173 ,0,50,In-Relationship,0,Staying with Family,181
508,0,1,0,1,0,$273 ,0,23,"Unmarried,",0,Owns a house,187
509,1,1,0,0,0,$84 ,0,20,"Unmarried,",1,Owns a house,176
510,0,1,0,1,0,$60 ,1,47,In-Relationship,0,Owns a house,174
511,0,1,0,0,1,$57 ,1,42,In-Relationship,1,Owns a house,188
512,1,0,0,1,0,$69 ,0,30,In-Relationship,0,Staying with Family,160
513,1,0,0,0,1,$246 ,1,55,"Unmarried,",1,Rented,155
514,1,1,0,0,0,$238 ,1,45,In-Relationship,1,Owns a house,188
515,0,0,1,1,0,$66 ,0,52,"Unmarried,",0,Owns a house,177
516,0,1,1,0,0,$210 ,0,35,In-Relationship,0,Owns a house,162
517,0,1,0,0,1,$172 ,0,42,"Unmarried,",1,Staying with Family,182
518,1,0,0,0,1,$340 ,0,23,"Unmarried,",1,Staying with Family,180
519,1,0,0,1,0,$204 ,1,26,In-Relationship,0,Staying with Family,176
520,0,1,0,1,0,$250 ,1,54,Married,1,Owns a house,168
521,0,0,1,1,0,$63 ,1,24,In-Relationship,0,Owns a house,175
522,1,1,0,0,0,$129 ,0,52,Married,0,Staying with Family,186
523,1,1,0,0,0,$181 ,1,41,In-Relationship,1,Owns a house,171
524,0,1,0,1,0,$276 ,1,54,"Unmarried,",1,Staying with Family,186
525,0,1,0,1,0,$142 ,0,44,In-Relationship,0,Owns a house,176
526,1,1,0,0,0,$80 ,1,52,Married,0,Rented,175
527,1,1,0,0,0,$239 ,1,50,Married,1,Rented,187
528,0,1,0,0,1,$170 ,0,21,Married,1,Owns a house,178
529,1,0,0,0,1,$109 ,1,19,Married,0,Owns a house,165
530,0,1,0,1,0,$58 ,0,24,In-Relationship,0,Owns a house,189
531,1,1,0,0,0,$197 ,0,23,Married,1,Owns a house,159
532,0,1,0,1,0,$58 ,0,29,"Unmarried,",1,Staying with Family,158
533,0,1,0,1,0,$246 ,0,45,"Unmarried,",0,Owns a house,153
534,1,1,0,0,0,$234 ,0,40,Married,1,Owns a house,157
535,0,1,0,0,1,$276 ,0,32,Married,1,Owns a house,161
536,0,1,0,1,0,$123 ,1,28,Married,0,Staying with Family,162
537,0,1,0,1,0,$185 ,1,44,"Unmarried,",0,Staying with Family,190
538,0,1,0,1,0,$38 ,1,50,Married,1,Staying with Family,167
539,0,1,0,1,0,$66 ,0,28,Married,1,Rented,182
540,1,0,1,0,0,$47 ,1,20,In-Relationship,1,Owns a house,157
541,1,1,0,0,0,$115 ,0,19,"Unmarried,",1,Rented,174
542,0,0,1,0,1,$99 ,1,29,"Unmarried,",1,Staying with Family,170
543,0,0,0,1,1,$51 ,0,28,In-Relationship,0,Owns a house,178
544,1,1,0,0,0,$298 ,0,50,In-Relationship,0,Staying with Family,156
545,1,0,0,1,0,$241 ,1,34,Married,0,Staying with Family,184
546,0,1,0,1,0,$147 ,0,55,Married,1,Staying with Family,178
547,1,0,0,1,0,$128 ,1,23,In-Relationship,0,Owns a house,151
548,0,1,0,0,1,$222 ,0,24,In-Relationship,0,Rented,167
549,0,1,0,1,0,$199 ,0,27,Married,0,Rented,186
550,0,1,0,1,0,$259 ,0,45,"Unmarried,",1,Owns a house,165
551,0,1,1,0,0,$138 ,1,52,In-Relationship,0,Staying with Family,157
552,1,0,0,1,0,$95 ,0,32,Married,1,Staying with Family,176
553,0,0,1,1,0,$194 ,1,21,"Unmarried,",0,Staying with Family,158
554,1,1,0,0,0,$181 ,0,22,In-Relationship,0,Rented,163
555,0,1,0,0,1,$173 ,0,28,Married,0,Rented,188
556,1,1,0,0,0,$221 ,0,53,Married,0,Staying with Family,173
557,1,0,0,1,0,$252 ,1,28,Married,1,Rented,170
558,0,1,0,0,1,$194 ,1,38,In-Relationship,0,Owns a house,156
559,0,0,0,1,1,$54 ,0,27,"Unmarried,",0,Staying with Family,186
560,1,0,0,1,0,$224 ,1,25,"Unmarried,",0,Owns a house,185
561,1,0,0,0,1,$276 ,0,50,In-Relationship,0,Rented,160
562,1,1,0,0,0,$342 ,0,25,In-Relationship,1,Owns a house,171
563,0,1,0,0,1,$238 ,0,32,Married,1,Owns a house,157
564,0,1,0,0,1,$159 ,1,36,"Unmarried,",0,Rented,181
565,1,1,0,0,0,$270 ,0,27,Married,1,Owns a house,176
566,1,0,0,1,0,$105 ,0,30,Married,0,Owns a house,182
567,0,1,0,0,1,$142 ,1,26,"Unmarried,",1,Owns a house,166
568,0,1,0,0,1,$281 ,1,29,"Unmarried,",1,Owns a house,152
569,0,1,0,1,0,$217 ,0,46,In-Relationship,0,Rented,151
570,1,1,0,0,0,$352 ,1,53,Married,1,Owns a house,178
571,0,0,0,1,1,$157 ,0,49,In-Relationship,0,Staying with Family,163
572,1,1,0,0,0,$39 ,0,36,"Unmarried,",1,Staying with Family,155
573,0,1,0,1,0,$205 ,0,20,"Unmarried,",0,Owns a house,155
574,0,1,0,1,0,$213 ,0,48,"Unmarried,",1,Staying with Family,189
575,1,0,0,0,1,$282 ,0,36,Married,1,Staying with Family,172
576,0,1,0,1,0,$94 ,1,45,"Unmarried,",1,Rented,185
577,1,1,0,0,0,$67 ,1,26,Married,0,Staying with Family,190
578,1,1,0,0,0,$183 ,1,42,"Unmarried,",1,Rented,157
579,0,1,0,0,1,$49 ,0,53,"Unmarried,",1,Staying with Family,183
580,0,1,0,0,1,$107 ,0,21,"Unmarried,",0,Staying with Family,162
581,1,0,0,1,0,$105 ,1,26,Married,1,Staying with Family,151
582,0,1,0,0,1,$126 ,0,32,"Unmarried,",0,Rented,186
583,0,1,0,1,0,$60 ,0,26,In-Relationship,1,Owns a house,151
584,0,1,0,1,0,$252 ,1,53,"Unmarried,",1,Owns a house,173
585,0,1,0,1,0,$89 ,0,23,Married,0,Owns a house,175
586,1,1,0,0,0,$325 ,1,41,Married,0,Staying with Family,173
587,1,1,0,0,0,$246 ,0,29,In-Relationship,0,Rented,179
588,1,1,0,0,0,$294 ,1,33,In-Relationship,1,Owns a house,167
589,1,1,0,0,0,$93 ,0,45,"Unmarried,",1,Staying with Family,160
590,1,1,0,0,0,$57 ,0,43,In-Relationship,0,Owns a house,154
591,1,1,0,0,0,$142 ,0,39,In-Relationship,0,Staying with Family,170
592,0,1,0,1,0,$299 ,1,18,Married,0,Staying with Family,165
593,0,1,0,0,1,$216 ,0,42,In-Relationship,1,Staying with Family,157
594,0,0,1,1,0,$64 ,0,19,Married,1,Staying with Family,170
595,0,1,0,1,0,$314 ,0,44,Married,1,Staying with Family,158
596,0,1,1,0,0,$306 ,0,52,"Unmarried,",0,Rented,171
597,1,0,0,0,1,$114 ,0,27,Married,0,Staying with Family,152
598,0,1,0,1,0,$143 ,0,38,"Unmarried,",1,Rented,187
599,0,0,0,1,1,$337 ,1,52,Married,1,Staying with Family,188
600,0,0,1,1,0,$324 ,1,55,Married,0,Rented,179
601,0,0,1,1,0,$227 ,0,26,In-Relationship,0,Owns a house,159
602,1,1,0,0,0,$76 ,0,22,Married,0,Rented,189
603,0,1,0,1,0,$351 ,0,31,In-Relationship,1,Owns a house,175
604,1,0,0,0,1,$159 ,1,42,In-Relationship,1,Staying with Family,181
605,0,1,0,0,1,$243 ,0,55,In-Relationship,1,Staying with Family,161
606,1,1,0,0,0,$277 ,1,45,"Unmarried,",1,Staying with Family,160
607,1,1,0,0,0,$307 ,1,47,In-Relationship,0,Owns a house,179
608,0,1,0,1,0,$92 ,0,47,Married,0,Rented,181
609,1,1,0,0,0,$128 ,1,19,Married,0,Rented,166
610,1,0,0,0,1,$276 ,0,34,"Unmarried,",0,Staying with Family,172
611,0,1,0,0,1,$239 ,1,50,Married,1,Owns a house,150
612,0,1,0,0,1,$300 ,1,48,"Unmarried,",1,Rented,169
613,0,1,0,1,0,$197 ,0,43,Married,1,Rented,170
614,0,1,0,1,0,$308 ,1,28,In-Relationship,1,Staying with Family,171
615,0,1,1,0,0,$136 ,1,39,Married,1,Owns a house,175
616,0,1,1,0,0,$222 ,0,36,In-Relationship,1,Staying with Family,190
617,0,1,0,0,1,$126 ,0,32,In-Relationship,0,Owns a house,177
618,1,1,0,0,0,$307 ,1,18,Married,1,Rented,187
619,0,1,0,1,0,$47 ,1,55,In-Relationship,0,Staying with Family,171
620,1,1,0,0,0,$339 ,1,32,"Unmarried,",1,Staying with Family,157
621,0,0,1,0,1,$166 ,0,47,"Unmarried,",1,Staying with Family,169
622,0,1,0,1,0,$177 ,0,31,Married,0,Rented,153
623,0,1,0,0,1,$127 ,1,46,"Unmarried,",0,Rented,187
624,0,1,0,1,0,$82 ,1,45,"Unmarried,",0,Rented,178
625,0,1,1,0,0,$89 ,1,51,In-Relationship,0,Rented,178
626,0,1,0,1,0,$41 ,1,52,Married,1,Owns a house,158
627,1,0,0,0,1,$123 ,1,37,Married,1,Owns a house,156
628,1,1,0,0,0,$293 ,0,36,"Unmarried,",1,Rented,155
629,1,0,0,1,0,$224 ,0,53,Married,1,Rented,169
630,0,0,0,1,1,$302 ,1,35,In-Relationship,1,Rented,185
631,0,1,0,1,0,$43 ,1,27,Married,0,Owns a house,152
632,0,0,1,1,0,$261 ,1,27,Married,1,Owns a house,176
633,0,0,0,1,1,$79 ,0,18,Married,0,Rented,169
634,0,1,0,0,1,$189 ,0,50,"Unmarried,",1,Staying with Family,177
635,0,1,0,1,0,$314 ,1,46,In-Relationship,1,Rented,189
636,0,1,0,0,1,$44 ,0,33,In-Relationship,0,Owns a house,171
637,0,1,0,1,0,$182 ,1,44,Married,0,Staying with Family,164
638,1,0,0,0,1,$340 ,1,31,"Unmarried,",0,Owns a house,173
639,0,1,0,1,0,$232 ,0,26,Married,1,Staying with Family,183
640,0,1,0,1,0,$341 ,1,50,Married,0,Rented,150
641,0,1,0,1,0,$57 ,1,30,"Unmarried,",0,Staying with Family,157
642,0,0,1,1,0,$239 ,0,35,"Unmarried,",1,Owns a house,168
643,0,1,0,1,0,$256 ,1,54,Married,0,Rented,164
644,0,0,1,0,1,$108 ,1,36,Married,1,Owns a house,170
645,0,1,0,0,1,$315 ,0,55,In-Relationship,0,Staying with Family,151
646,1,1,0,0,0,$228 ,0,53,Married,0,Rented,177
647,1,1,0,0,0,$134 ,1,36,Married,0,Owns a house,179
648,1,1,0,0,0,$278 ,0,42,In-Relationship,1,Owns a house,187
649,0,1,0,1,0,$169 ,0,49,"Unmarried,",0,Owns a house,186
650,1,1,0,0,0,$185 ,1,30,In-Relationship,1,Owns a house,189
651,1,0,0,1,0,$233 ,1,35,Married,0,Owns a house,169
652,0,1,0,1,0,$153 ,1,49,In-Relationship,0,Owns a house,154
653,0,1,0,1,0,$210 ,0,49,In-Relationship,1,Rented,158
654,1,0,0,1,0,$280 ,1,45,"Unmarried,",0,Staying with Family,169
655,0,0,0,1,1,$288 ,1,19,In-Relationship,0,Owns a house,189
656,0,0,1,1,0,$52 ,0,28,Married,0,Rented,171
657,1,0,0,1,0,$47 ,0,19,"Unmarried,",0,Staying with Family,160
658,0,1,0,1,0,$319 ,0,54,In-Relationship,1,Owns a house,160
659,0,1,0,1,0,$160 ,1,43,Married,1,Rented,179
660,0,1,0,1,0,$262 ,0,18,"Unmarried,",1,Staying with Family,186
661,1,1,0,0,0,$140 ,0,39,In-Relationship,1,Owns a house,170
662,0,1,0,0,1,$235 ,1,40,Married,1,Rented,177
663,0,1,0,0,1,$81 ,0,36,In-Relationship,1,Rented,164
664,0,1,0,0,1,$68 ,0,22,In-Relationship,0,Staying with Family,185
665,1,1,0,0,0,$212 ,0,20,In-Relationship,0,Staying with Family,183
666,1,0,0,1,0,$86 ,1,51,Married,0,Owns a house,164
667,0,1,0,1,0,$346 ,0,34,"Unmarried,",1,Owns a house,158
668,1,0,0,1,0,$143 ,0,54,Married,1,Rented,162
669,0,1,1,0,0,$348 ,1,24,"Unmarried,",0,Staying with Family,161
670,1,1,0,0,0,$124 ,0,24,Married,0,Owns a house,181
671,0,1,0,1,0,$275 ,1,30,In-Relationship,0,Owns a house,186
672,0,1,0,1,0,$231 ,0,20,Married,1,Rented,175
673,0,1,0,1,0,$276 ,0,26,Married,1,Staying with Family,173
674,0,1,0,1,0,$187 ,1,42,In-Relationship,0,Rented,189
675,0,1,0,1,0,$104 ,1,45,"Unmarried,",1,Rented,168
676,0,1,0,0,1,$47 ,0,45,In-Relationship,0,Rented,172
677,0,1,0,0,1,$126 ,0,33,In-Relationship,0,Rented,176
678,0,1,0,1,0,$66 ,1,50,Married,0,Staying with Family,187
679,0,0,0,1,1,$286 ,0,35,In-Relationship,1,Staying with Family,188
680,1,0,0,0,1,$301 ,0,21,In-Relationship,0,Owns a house,184
681,1,0,0,0,1,$257 ,0,24,Married,1,Staying with Family,154
682,0,0,1,1,0,$61 ,0,52,"Unmarried,",0,Staying with Family,170
683,1,0,0,1,0,$59 ,1,35,"Unmarried,",1,Owns a house,151
684,0,1,0,0,1,$294 ,0,29,Married,1,Staying with Family,169
685,0,1,0,1,0,$90 ,0,41,In-Relationship,1,Staying with Family,170
686,0,1,0,1,0,$119 ,1,44,"Unmarried,",0,Staying with Family,161
687,1,0,0,1,0,$287 ,1,26,In-Relationship,0,Owns a house,186
688,0,1,0,1,0,$113 ,0,46,Married,0,Owns a house,173
689,1,0,0,0,1,$76 ,1,39,Married,1,Rented,157
690,0,1,0,0,1,$113 ,0,55,In-Relationship,0,Owns a house,165
691,0,1,0,1,0,$347 ,0,18,In-Relationship,0,Rented,190
692,0,1,0,0,1,$187 ,0,34,"Unmarried,",1,Owns a house,181
693,1,0,0,0,1,$215 ,0,44,"Unmarried,",0,Rented,175
694,1,0,1,0,0,$62 ,1,25,"Unmarried,",0,Staying with Family,155
695,0,1,1,0,0,$167 ,1,24,In-Relationship,0,Staying with Family,167
696,0,0,1,1,0,$326 ,0,39,In-Relationship,0,Rented,172
697,1,0,0,0,1,$132 ,0,36,In-Relationship,0,Owns a house,186
698,0,1,0,1,0,$121 ,1,27,In-Relationship,0,Rented,172
699,0,0,1,1,0,$163 ,0,26,Married,1,Rented,162
700,1,0,0,1,0,$184 ,0,41,Married,1,Owns a house,170
701,1,1,0,0,0,$262 ,1,54,In-Relationship,1,Rented,169
702,1,0,0,1,0,$62 ,0,44,Married,1,Staying with Family,152
703,1,0,1,0,0,$295 ,0,33,Married,1,Rented,180
704,0,1,0,1,0,$86 ,1,43,Married,0,Owns a house,176
705,0,0,1,1,0,$124 ,0,46,In-Relationship,0,Rented,183
706,0,1,0,1,0,$219 ,1,34,Married,1,Owns a house,154
707,1,0,0,1,0,$284 ,1,34,Married,0,Staying with Family,185
708,0,1,1,0,0,$144 ,0,23,In-Relationship,1,Owns a house,162
709,1,0,0,0,1,$138 ,1,34,Married,0,Owns a house,181
710,0,0,0,1,1,$102 ,0,40,Married,0,Owns a house,169
711,1,1,0,0,0,$279 ,0,31,"Unmarried,",0,Staying with Family,157
712,0,1,0,1,0,$350 ,1,45,Married,0,Owns a house,178
713,0,1,0,1,0,$127 ,1,20,In-Relationship,0,Staying with Family,169
714,1,1,0,0,0,$215 ,0,40,In-Relationship,0,Staying with Family,177
715,1,0,0,0,1,$284 ,1,20,In-Relationship,1,Rented,189
716,1,0,0,1,0,$267 ,1,23,Married,0,Staying with Family,168
717,1,1,0,0,0,$192 ,0,42,In-Relationship,1,Rented,187
718,0,1,0,1,0,$307 ,0,32,Married,0,Staying with Family,158
719,0,0,1,1,0,$257 ,0,48,"Unmarried,",1,Staying with Family,184
720,1,1,0,0,0,$209 ,1,27,Married,0,Owns a house,174
721,1,1,0,0,0,$249 ,1,40,In-Relationship,1,Owns a house,181
722,1,0,0,1,0,$277 ,1,20,In-Relationship,1,Staying with Family,158
723,0,1,0,1,0,$310 ,1,19,Married,0,Staying with Family,171
724,0,1,0,1,0,$291 ,0,29,"Unmarried,",1,Rented,188
725,1,0,0,0,1,$304 ,0,41,In-Relationship,1,Rented,184
726,1,0,1,0,0,$162 ,1,25,"Unmarried,",1,Rented,172
727,0,1,0,1,0,$94 ,1,50,Married,1,Staying with Family,156
728,1,1,0,0,0,$247 ,0,48,Married,0,Rented,163
729,0,1,0,0,1,$43 ,0,38,Married,0,Staying with Family,154
730,0,0,0,1,1,$349 ,1,38,"Unmarried,",1,Rented,155
731,1,1,0,0,0,$211 ,0,20,"Unmarried,",1,Staying with Family,163
732,0,1,0,0,1,$262 ,1,30,Married,0,Owns a house,172
733,0,0,1,1,0,$145 ,0,28,"Unmarried,",0,Owns a house,166
734,0,1,0,1,0,$206 ,0,40,Married,1,Owns a house,156
735,0,1,0,1,0,$95 ,0,20,"Unmarried,",0,Staying with Family,152
736,0,0,1,1,0,$110 ,1,41,In-Relationship,1,Owns a house,151
737,0,1,1,0,0,$51 ,1,47,In-Relationship,1,Staying with Family,158
738,0,1,1,0,0,$46 ,0,44,Married,0,Staying with Family,172
739,1,0,0,0,1,$184 ,0,24,Married,1,Owns a house,189
740,0,0,0,1,1,$128 ,1,43,Married,0,Staying with Family,173
741,0,1,0,1,0,$188 ,0,21,"Unmarried,",1,Rented,175
742,0,0,1,1,0,$208 ,0,40,"Unmarried,",0,Staying with Family,188
743,1,0,0,1,0,$141 ,1,38,"Unmarried,",0,Rented,161
744,0,1,0,1,0,$68 ,0,25,Married,0,Staying with Family,188
745,0,1,0,1,0,$139 ,1,29,"Unmarried,",0,Staying with Family,182
746,1,1,0,0,0,$44 ,1,53,"Unmarried,",0,Staying with Family,175
747,1,1,0,0,0,$163 ,0,48,Married,0,Staying with Family,158
748,0,1,1,0,0,$84 ,0,37,"Unmarried,",1,Owns a house,183
749,0,1,1,0,0,$267 ,1,28,"Unmarried,",0,Rented,168
750,0,1,0,1,0,$244 ,0,28,"Unmarried,",1,Staying with Family,176
751,0,0,0,1,1,$172 ,1,35,Married,0,Owns a house,189
752,1,1,0,0,0,$102 ,1,27,Married,1,Owns a house,164
753,0,1,0,1,0,$166 ,0,39,In-Relationship,1,Owns a house,185
754,0,1,0,1,0,$217 ,1,19,In-Relationship,0,Owns a house,189
755,0,1,0,1,0,$202 ,0,38,In-Relationship,0,Rented,152
756,0,1,0,1,0,$213 ,1,25,Married,1,Rented,165
